Proposal code,Origin period season sequence,Period,Rabobank Region,Crop,Crop Naics code,Crop naics descripion,Area,Noise1,Noise2,Noise3,Yield,Cost,Price,Financial information sequence,Last update,Esport date and time
344,1,3/8/2021,Barreiras,Abobora Irrigada,6,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,4724,1.7,-1.08,-0.84,321200.0,25640.0,-373.0,5/11/2021,1/27/2021,9/26/2020
345,3,9/15/2020,Barreiras,Cebola Sequeiro,147,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,8641,0.14,0.4,-0.73,439050.0,94410.0,-279.0,5/13/2021,6/16/2021,8/9/2021
346,3,4/9/2021,Barreiras,Abobora Irrigada,88,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,1144,-2.06,0.15,-0.29,-45800.0,14440.0,-134.0,7/11/2021,3/7/2021,4/27/2021
347,4,4/9/2021,Barreiras,Cebola Sequeiro,39,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,9973,-0.79,1.34,-0.84,459150.0,126530.0,-321.0,5/18/2021,7/29/2021,12/3/2020
348,3,12/12/2020,Barreiras,Cebola Sequeiro,29,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,6443,1.26,-1.1,0.68,385150.0,42430.0,404.0,2/18/2021,11/4/2020,3/4/2021
349,4,8/29/2021,Barreiras,Cebola Sequeiro,43,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,7900,-0.08,0.17,0.87,391000.0,82400.0,514.0,12/9/2020,9/8/2021,6/21/2021
350,4,9/26/2020,Barreiras,Melancia irrigada,12,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,1402,0.24,0.05,1.46,82100.0,15020.0,744.0,1/16/2021,4/16/2021,4/10/2021
351,3,5/27/2021,Barreiras,Melancia irrigada,98,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,1777,-0.47,1.29,0.74,65350.0,43570.0,387.0,8/4/2021,4/26/2021,2/18/2021
352,1,12/11/2020,Barreiras,Abobora Irrigada,25,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,8202,0.63,2.06,-1.04,441600.0,123220.0,-438.0,4/6/2021,5/1/2021,2/1/2021
353,4,7/4/2021,Barreiras,Cebola Sequeiro,13,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,7391,0.06,1.76,1.55,372550.0,109110.0,848.0,4/29/2021,1/17/2021,2/28/2021
354,3,3/19/2021,Barreiras,Melancia irrigada,38,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,7156,-0.6,-0.83,-1.71,327800.0,54960.0,-784.0,2/16/2021,6/24/2021,8/26/2021
355,0,11/19/2020,Barreiras,Melancia irrigada,37,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,9987,-0.25,0.8,2.6,486850.0,115870.0,1399.0,7/21/2021,12/31/2020,2/26/2021
356,1,11/4/2020,Barreiras,Melancia irrigada,90,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,8631,0.09,-1.34,-0.52,436050.0,59510.0,-174.0,3/10/2021,10/4/2020,5/12/2021
357,3,8/21/2021,Barreiras,Abobora Irrigada,14,eget semper rutrum nulla nunc purus phasellus in felis donec,4276,1.69,-2.43,-0.56,298300.0,-5840.0,-238.0,9/25/2020,10/23/2020,12/3/2020
358,0,2/15/2021,Barreiras,Melancia irrigada,103,consequat morbi a ipsum integer a nibh in quis justo,493,1.45,-0.53,-1.99,97150.0,-5670.0,-991.0,9/24/2020,9/14/2020,5/3/2021
359,2,5/13/2021,Barreiras,Melancia irrigada,19,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,5539,0.45,0.73,0.42,299450.0,69990.0,265.0,12/24/2020,12/20/2020,11/10/2020
360,3,6/25/2021,Barreiras,Melancia irrigada,75,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,1441,-1.26,0.71,2.65,9050.0,28610.0,1339.0,2/16/2021,12/27/2020,11/14/2020
361,0,4/21/2021,Barreiras,Melancia irrigada,55,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,257,1.43,-0.67,-0.09,84350.0,-10830.0,-43.0,3/21/2021,7/28/2021,4/4/2021
362,2,2/5/2021,Barreiras,Cebola Sequeiro,89,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius,4190,2.09,3.18,-0.03,314000.0,105500.0,26.0,12/14/2020,6/16/2021,4/8/2021
363,1,10/23/2020,Barreiras,Melancia irrigada,126,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,1677,-1.46,-1.06,-0.26,10850.0,-4430.0,-114.0,8/15/2021,5/18/2021,10/11/2020
364,3,3/10/2021,Barreiras,Melancia irrigada,118,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,2877,-0.21,-1.74,-0.02,133350.0,-6030.0,18.0,5/12/2021,6/26/2021,11/20/2020
365,2,10/12/2020,Barreiras,Melancia irrigada,16,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,2235,-1.86,-0.24,-0.64,18750.0,17550.0,-298.0,9/12/2021,5/31/2021,2/16/2021
366,3,5/29/2021,Barreiras,Melancia irrigada,107,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,8499,-0.71,-1.08,-0.92,389450.0,63390.0,-376.0,5/15/2021,12/28/2020,1/10/2021
367,3,6/6/2021,Barreiras,Melancia irrigada,11,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,5156,1.7,0.31,-0.0,342800.0,57760.0,51.0,4/29/2021,10/14/2020,12/26/2020
368,1,10/28/2020,Barreiras,Melancia irrigada,69,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,827,0.36,0.74,-0.31,59350.0,23070.0,-147.0,2/12/2021,2/3/2021,10/5/2020
369,1,9/28/2020,Barreiras,Abobora Irrigada,68,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,1529,-0.33,0.14,1.36,59950.0,18090.0,695.0,5/7/2021,3/31/2021,3/12/2021
370,1,10/28/2020,Barreiras,Cebola Sequeiro,15,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,1888,-1.8,-0.34,2.23,4400.0,12080.0,1133.0,1/13/2021,6/25/2021,4/29/2021
371,2,11/27/2020,Barreiras,Melancia irrigada,130,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,2629,-0.97,0.83,-0.25,82950.0,42890.0,-99.0,1/29/2021,10/20/2020,4/11/2021
372,2,9/13/2020,Barreiras,Melancia irrigada,133,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,6742,1.53,0.72,-1.22,413600.0,81820.0,-543.0,8/18/2021,3/29/2021,7/17/2021
373,1,12/21/2020,Barreiras,Cebola Sequeiro,66,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec,6215,-0.25,-0.92,-2.91,298250.0,43750.0,-1393.0,12/9/2020,4/18/2021,5/15/2021
374,4,11/10/2020,Barreiras,Abobora Irrigada,146,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,9509,-0.67,-0.02,0.21,441950.0,94690.0,200.0,5/5/2021,9/29/2020,5/26/2021
375,1,11/21/2020,Barreiras,Melancia irrigada,117,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,8701,-0.68,-1.33,-1.61,401050.0,60410.0,-718.0,1/12/2021,1/19/2021,3/19/2021
376,3,6/26/2021,Barreiras,Abobora Irrigada,96,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,2178,0.63,1.95,-0.01,140400.0,60780.0,16.0,4/19/2021,5/7/2021,2/2/2021
377,2,3/14/2021,Barreiras,Melancia irrigada,14,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,2424,-2.1,1.4,-0.64,16200.0,52240.0,-296.0,11/12/2020,5/3/2021,6/2/2021
378,2,8/22/2021,Barreiras,Cebola Sequeiro,144,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,1367,-1.16,1.33,0.17,10350.0,40270.0,98.0,6/25/2021,12/4/2020,12/23/2020
379,3,4/29/2021,Barreiras,Melancia irrigada,94,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,7980,-0.09,0.17,0.0,394500.0,83200.0,79.0,8/31/2021,1/5/2021,10/8/2020
380,1,6/8/2021,Barreiras,Melancia irrigada,48,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,2336,1.38,0.51,-0.5,185800.0,33560.0,-227.0,12/30/2020,9/18/2020,8/26/2021
381,4,2/18/2021,Barreiras,Melancia irrigada,108,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,8408,0.32,0.01,-2.15,436400.0,84280.0,-991.0,6/9/2021,6/17/2021,4/17/2021
382,4,4/7/2021,Barreiras,Melancia irrigada,60,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,6435,0.98,0.68,-1.52,370750.0,77950.0,-696.0,8/16/2021,5/31/2021,10/9/2020
383,1,4/2/2021,Barreiras,Abobora Irrigada,96,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,5606,-0.43,-1.11,-1.26,258800.0,33860.0,-574.0,4/8/2021,11/26/2020,5/1/2021
384,3,11/1/2020,Barreiras,Abobora Irrigada,112,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,3228,-0.41,-1.11,0.99,140900.0,10080.0,527.0,10/5/2020,11/18/2020,9/8/2021
385,2,11/12/2020,Barreiras,Melancia irrigada,149,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,4527,1.96,-1.29,1.04,324350.0,19470.0,565.0,6/6/2021,1/1/2021,10/5/2020
386,3,5/21/2021,Barreiras,Melancia irrigada,101,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,1953,-0.86,-0.73,1.55,54650.0,4930.0,794.0,9/25/2020,10/28/2020,3/12/2021
387,1,1/30/2021,Barreiras,Melancia irrigada,122,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,2603,2.44,-0.74,-0.13,252150.0,11230.0,-39.0,11/1/2020,5/12/2021,5/26/2021
388,1,4/4/2021,Barreiras,Cebola Sequeiro,72,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,2560,-0.19,0.63,0.78,118500.0,38200.0,415.0,11/14/2020,6/25/2021,1/7/2021
389,3,1/17/2021,Barreiras,Melancia irrigada,107,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,2356,-0.36,1.29,0.02,99800.0,49360.0,33.0,3/9/2021,11/21/2020,3/30/2021
390,2,2/5/2021,Barreiras,Abobora Irrigada,129,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,8801,-0.0,0.22,0.65,440050.0,92410.0,413.0,2/14/2021,7/6/2021,7/24/2021
391,2,6/5/2021,Barreiras,Abobora Irrigada,83,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,3289,1.38,-1.76,0.91,233450.0,-2310.0,487.0,10/26/2020,4/5/2021,5/21/2021
392,3,7/25/2021,Barreiras,Cebola Sequeiro,145,turpis enim blandit mi in porttitor pede justo eu massa,2668,-0.09,-0.05,0.17,128900.0,25680.0,111.0,11/17/2020,6/9/2021,1/25/2021
393,3,5/10/2021,Barreiras,Cebola Sequeiro,113,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,2124,-1.18,-0.49,-0.34,47200.0,11440.0,-149.0,4/8/2021,10/22/2020,6/12/2021
394,2,9/15/2021,Barreiras,Abobora Irrigada,6,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,9324,0.64,1.02,0.93,498200.0,113640.0,558.0,8/8/2021,3/16/2021,3/13/2021
395,0,7/3/2021,Barreiras,Abobora Irrigada,42,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,1870,-0.35,1.77,0.88,76000.0,54100.0,458.0,12/13/2020,7/9/2021,7/30/2021
396,3,10/10/2020,Barreiras,Melancia irrigada,147,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,3240,-0.46,0.96,-1.05,139000.0,51600.0,-493.0,4/4/2021,8/20/2021,5/7/2021
397,2,1/15/2021,Barreiras,Abobora Irrigada,34,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,8202,-0.19,0.95,-0.06,400600.0,101020.0,52.0,9/27/2020,7/9/2021,4/18/2021
398,2,5/1/2021,Barreiras,Melancia irrigada,54,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,3643,-0.38,-0.13,1.38,163150.0,33830.0,726.0,8/20/2021,8/26/2021,7/9/2021
399,2,6/21/2021,Barreiras,Abobora Irrigada,32,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,684,0.29,-1.41,-0.08,48700.0,-21360.0,-34.0,8/19/2021,5/4/2021,1/19/2021
400,0,8/16/2021,Barreiras,Abobora Irrigada,71,dapibus dolor vel est donec odio justo sollicitudin ut suscipit,3979,-2.87,0.08,-1.95,55450.0,41390.0,-936.0,10/4/2020,12/21/2020,7/21/2021
401,3,4/13/2021,Barreiras,Melancia irrigada,138,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,6726,0.09,-0.87,0.6,340800.0,49860.0,367.0,11/10/2020,1/2/2021,11/1/2020
402,1,8/13/2021,Barreiras,Melancia irrigada,121,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,5193,0.84,-1.12,-0.59,301650.0,29530.0,-244.0,10/18/2020,12/15/2020,11/17/2020
403,2,6/30/2021,Barreiras,Melancia irrigada,20,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,4705,-0.23,-1.34,1.18,223750.0,20250.0,637.0,11/1/2020,10/15/2020,10/28/2020
404,2,8/17/2021,Barreiras,Melancia irrigada,24,posuere cubilia curae nulla dapibus dolor vel est donec odio,2527,-0.36,0.03,0.15,108350.0,25870.0,100.0,7/9/2021,12/27/2020,10/13/2020
405,0,3/10/2021,Barreiras,Abobora Irrigada,48,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,2121,-0.53,-0.38,0.2,79550.0,13610.0,121.0,1/13/2021,9/11/2021,4/19/2021
406,4,6/25/2021,Barreiras,Melancia irrigada,37,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,9797,-0.19,-1.35,-0.07,480350.0,70970.0,62.0,12/1/2020,8/9/2021,5/28/2021
407,1,4/2/2021,Barreiras,Melancia irrigada,138,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,1084,0.14,0.1,2.33,61200.0,12840.0,1175.0,2/19/2021,10/26/2020,8/10/2021
408,4,4/17/2021,Barreiras,Abobora Irrigada,10,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non,2990,1.97,-1.0,0.11,248000.0,9900.0,84.0,6/23/2021,1/29/2021,8/19/2021
409,3,8/26/2021,Barreiras,Melancia irrigada,147,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,8203,0.61,0.33,-1.31,440650.0,88630.0,-573.0,4/13/2021,4/11/2021,11/7/2020
410,1,1/2/2021,Barreiras,Abobora Irrigada,57,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,2605,-0.46,0.69,-0.05,107250.0,39850.0,1.0,7/31/2021,9/27/2020,11/16/2020
411,4,4/18/2021,Barreiras,Cebola Sequeiro,76,tristique in tempus sit amet sem fusce consequat nulla nisl,8211,-0.59,-0.59,1.64,381050.0,70310.0,902.0,5/25/2021,12/9/2020,7/23/2021
412,3,12/17/2020,Barreiras,Melancia irrigada,26,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,8227,-0.8,-0.52,-0.08,371350.0,71870.0,42.0,11/5/2020,11/16/2020,4/28/2021
413,2,9/6/2020,Barreiras,Melancia irrigada,36,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,6337,-0.45,-0.73,0.02,294350.0,48770.0,73.0,3/25/2021,3/5/2021,7/12/2021
414,4,7/20/2021,Barreiras,Abobora Irrigada,18,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,4775,-0.35,-0.55,0.15,221250.0,36750.0,122.0,9/24/2020,5/22/2021,4/13/2021
415,4,6/30/2021,Barreiras,Melancia irrigada,81,velit eu est congue elementum in hac habitasse platea dictumst morbi,5800,0.34,0.66,0.18,307000.0,71200.0,148.0,6/21/2021,9/20/2020,2/22/2021
416,1,3/24/2021,Barreiras,Abobora Irrigada,62,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,9303,0.37,-0.21,-1.72,483650.0,88830.0,-767.0,9/5/2021,5/15/2021,6/5/2021
417,0,1/9/2021,Barreiras,Melancia irrigada,133,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,7258,1.43,-0.92,-2.24,434400.0,54180.0,-1048.0,10/15/2020,5/15/2021,4/7/2021
418,0,1/31/2021,Barreiras,Melancia irrigada,114,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,8284,1.94,-0.9,-3.09,511200.0,64840.0,-1463.0,7/20/2021,8/1/2021,3/9/2021
419,4,9/5/2020,Barreiras,Melancia irrigada,16,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,5820,0.29,0.71,0.65,305500.0,72400.0,383.0,4/28/2021,11/3/2020,3/19/2021
420,3,9/22/2021,Barreiras,Cebola Sequeiro,54,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,1516,0.78,0.63,2.48,114800.0,27760.0,1255.0,6/2/2021,7/18/2021,7/14/2021
421,1,4/8/2021,Barreiras,Abobora Irrigada,71,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,2646,-0.31,1.08,0.55,116800.0,48060.0,301.0,12/5/2020,9/24/2020,4/25/2021
422,3,3/26/2021,Barreiras,Abobora Irrigada,73,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,8366,0.76,-1.43,0.2,456300.0,55060.0,183.0,3/3/2021,2/14/2021,5/26/2021
423,0,3/12/2021,Barreiras,Abobora Irrigada,9,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,333,0.71,-0.01,-1.58,52150.0,3130.0,-787.0,12/7/2020,4/8/2021,11/10/2020
424,0,8/14/2021,Barreiras,Melancia irrigada,45,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,6692,0.77,-0.1,-0.02,373100.0,64920.0,56.0,6/27/2021,11/17/2020,4/13/2021
425,4,5/31/2021,Barreiras,Abobora Irrigada,37,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,7953,0.79,0.08,1.28,437150.0,81130.0,719.0,12/11/2020,6/24/2021,12/24/2020
426,4,2/18/2021,Barreiras,Melancia irrigada,129,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,8398,-1.48,0.59,-0.08,345900.0,95780.0,43.0,11/27/2020,5/1/2021,8/12/2021
427,1,7/27/2021,Barreiras,Melancia irrigada,143,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,8292,0.53,1.19,-0.15,441100.0,106720.0,7.0,12/28/2020,4/10/2021,4/3/2021
428,0,12/18/2020,Barreiras,Abobora Irrigada,9,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,9354,0.74,-0.89,-1.14,504700.0,75740.0,-477.0,2/27/2021,2/2/2021,1/9/2021
429,0,8/30/2021,Barreiras,Abobora Irrigada,99,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,3166,-1.11,0.01,0.46,102800.0,31860.0,261.0,10/11/2020,10/15/2020,11/8/2020
430,0,11/21/2020,Barreiras,Abobora Irrigada,50,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,4030,0.27,0.92,0.71,215000.0,58700.0,395.0,2/21/2021,2/5/2021,9/14/2020
431,3,9/3/2021,Barreiras,Melancia irrigada,4,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,996,-1.74,-0.13,1.43,-37200.0,7360.0,724.0,3/14/2021,6/27/2021,1/3/2021
432,0,2/1/2021,Barreiras,Cebola Sequeiro,95,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,651,2.13,0.29,0.18,139050.0,12310.0,96.0,4/6/2021,2/22/2021,7/4/2021
433,1,9/6/2021,Barreiras,Abobora Irrigada,102,aliquam convallis nunc proin at turpis a pede posuere nonummy,2771,-3.15,0.23,0.54,-18950.0,32310.0,297.0,10/16/2020,7/16/2021,8/23/2021
434,1,4/21/2021,Barreiras,Cebola Sequeiro,38,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,3293,-0.77,-0.95,0.22,126150.0,13930.0,142.0,7/12/2021,2/19/2021,6/18/2021
435,2,7/18/2021,Barreiras,Cebola Sequeiro,1,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,9494,-0.06,-0.51,-0.47,471700.0,84740.0,-141.0,2/15/2021,6/11/2021,3/24/2021
436,3,1/27/2021,Barreiras,Melancia irrigada,42,varius ut blandit non interdum in ante vestibulum ante ipsum primis,8590,0.89,-0.54,0.09,474000.0,75100.0,130.0,3/25/2021,12/16/2020,9/6/2021
437,0,8/6/2021,Barreiras,Melancia irrigada,47,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,2662,-0.79,0.99,-0.6,93600.0,46420.0,-274.0,5/17/2021,10/23/2020,1/16/2021
438,1,8/10/2021,Barreiras,Cebola Sequeiro,42,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,1906,-0.91,0.34,0.53,49800.0,25860.0,284.0,1/2/2021,5/19/2021,8/7/2021
439,4,11/15/2020,Barreiras,Abobora Irrigada,125,est risus auctor sed tristique in tempus sit amet sem,7993,0.46,0.98,0.88,422650.0,99530.0,519.0,2/25/2021,11/28/2020,2/11/2021
